emp_no,first_name,second_name,department,wage,project_completion_rate
7477,Jillian,Jones,Research,88566.89,25.49617
7478,Katherine,Rojas,Sales,10390.87,41.05264
7479,Teresa,Harrington,HR,70973.82,28.17094
7480,Amber,Heath,HR,80733.45,42.72312
7481,Patrick,Santos,HR,72535.84,47.40227
7482,Amber,Brock,HR,31659.38,40.44236
7483,Laura,Foley,Research,38402.36,56.56141
7484,Michael,Hunt,Testing,53095.28,31.12004
7485,Sarah,Murphy,IT,66581.93,58.18223
7486,Emily,Walker,HR,62272.12,45.04025
7487,Shane,Allen,Testing,52514.79,55.09378
7488,Paul,Marshall,Testing,29211.19,47.17359
7489,Jodi,Molina,Testing,22925.6,36.74721
7490,Crystal,Lucas,HR,58413.18,51.04898
7491,Jeffrey,Fernandez,HR,87336.25,47.39680
7492,Peter,Singh,Testing,9177.77,62.84727
7493,Kevin,Hartman,Testing,67427.38,38.40724
7494,Christine,Brown,Sales,87548.64,44.43687
7495,Jennifer,Henderson,Testing,90904.83,42.41000
7496,Antonio,Murphy,Testing,3531.99,45.27738
7497,Carl,Pitts,HR,19949.35,39.01346
7498,Timothy,Garcia,Research,58578.26,52.81137
7499,Andrew,Hines,Testing,73807.61,62.39612
7500,Heidi,Myers,Sales,41819.12,41.34667
7501,Katherine,Cochran,Sales,20405.96,51.48760
7502,Kenneth,Moon,Testing,98231.02,45.32590
7503,Nathan,Nelson,HR,38025.05,53.06164
7504,William,Thomas,Research,35389.9,39.15087
7505,Megan,Hansen,Sales,25559.93,39.14924
7506,Rodney,Ruiz,Sales,46589.61,34.09202
7507,Jason,Wang,HR,67942.21,57.49899
7508,Dean,Bates,Sales,48530.45,44.97804
7509,Richard,Francis,IT,64556.24,61.32290
7510,Eric,Bradford,Testing,27301.12,48.06369
7511,Michael,Huang,Testing,54294.93,59.23394
7512,Deborah,Young,HR,4870.9,39.03838
7513,Jacob,Gutierrez,Research,50188.7,55.09716
7514,Kristen,Wilson,Research,20162.35,51.69998
7515,Brandon,Valenzuela,Testing,44910.79,36.81990
7516,Stephen,Bell,Research,15962.86,41.68909
7517,Joseph,Alexander,Sales,88494.88,42.30267
7518,Ryan,Petty,IT,62082.29,34.46239
7519,Christopher,Hall,HR,32792.46,58.35114
7520,Pamela,Scott,IT,31943.68,47.14487
7521,Kelly,Haynes,IT,41461.79,51.31449
7522,Charles,Johnson,HR,93188.27,49.70565
7523,Daniel,Mason,Research,92138.83,57.72117
7524,Edward,Allen,HR,3226.8,55.91890
7525,Karen,Wilson,HR,27125.27,52.37430
7526,Dawn,Wilson,Research,45900.03,56.89266
7527,James,Santos,Testing,6383.07,43.13168
7528,Jenny,Stokes,Sales,61650.34,41.27524
7529,Samantha,Miles,IT,19487.75,43.45216
7530,Kathryn,Davis,Sales,14204,35.83805
7531,William,Gonzalez,Research,39347.18,38.22666
7532,Jared,Shaw,IT,93920.21,43.36063
7533,Alexis,Shea,Research,86705.25,42.00357
7534,Kristie,Esparza,Sales,37571.27,40.27029
7535,Thomas,May,IT,69543.79,45.43547
7536,Kelly,Wells,IT,56668.09,41.88207
7537,Chad,Livingston,Sales,26829.35,49.21160
7538,James,Dickerson,Research,94577.76,44.84079
7539,Crystal,Stanley,Sales,27444.18,44.62370
7540,Fernando,Gonzales,Testing,19371.5,62.68681
7541,Ashley,Hicks,Sales,77030.98,46.32046
7542,Lindsay,Brown,IT,23902.81,46.02863
7543,Peter,Mullen,IT,25080.69,58.32529
7544,Jenna,Mendez,Testing,64180.83,69.29624
7545,Jodi,Ramos,HR,31089.89,66.98440
7546,Carolyn,Smith,Sales,50793.27,56.23341
7547,Jonathan,Larsen,HR,19102.78,56.87348
7548,Emily,Lopez,Testing,59631.65,59.65797
7549,Donna,Wilson,Research,21202.8,70.67607
7550,Emma,Peterson,IT,9535.68,49.30052
7551,Jeffrey,Guerrero,Research,33813.82,62.96366
7552,Jennifer,Austin,IT,53477.43,76.83339
7553,Shawn,Sutton,Sales,49875.94,39.77326
7554,Lisa,Mitchell,Testing,75859.23,35.81948
7555,Jennifer,Galloway,HR,45822.08,57.04845
7556,Thomas,Fowler,Research,88261.09,41.03894
7557,Mark,Hahn,HR,93197.23,34.14958
7558,Daniel,Mathis,Sales,53966.54,62.57450
7559,Jacqueline,Moran,Sales,65082.86,44.91684
7560,Jill,Thomas,HR,44600.34,54.31116
7561,Keith,Brown,HR,83996.97,44.70336
7562,Victoria,Sullivan,Research,5308.34,47.48745
7563,Daniel,Lowe,Research,53769.81,37.57601
7564,Judy,Norman,IT,53403.58,61.01527
7565,Ryan,Simpson,IT,64136.41,50.36087
7566,Vanessa,Jenkins,HR,1533.61,37.50964
7567,Jesse,Garcia,Sales,4934.11,59.31438
7568,Austin,Fitzpatrick,Testing,45424.97,38.87124
7569,Justin,Williams,Testing,1595.71,56.95008
7570,Chad,Wade,IT,81736.98,32.55287
7571,Katherine,Garcia,HR,19225.41,52.26087
7572,Brian,Fox,HR,56513.23,54.97650
7573,William,Oliver,HR,93210.88,37.84428
7574,Jason,Chandler,Research,51425.72,49.94606
7575,Karina,Stuart,Testing,55974.02,54.48610
7576,Maria,Chavez,IT,73084.35,29.77694
7577,Julie,Harrison,IT,37510.56,37.32304
7578,Mrs.,Samantha,Sales,36010,53.11057
7579,Roberto,Berry,IT,4188.99,37.76952
7580,Justin,Jordan,Sales,52858.68,57.89641
7581,Jason,Horton,HR,41623.94,54.23751
7582,James,Moore,HR,39555.14,65.06054
7583,Brandon,Mack,Sales,4822.71,45.28414
7584,Ashley,Edwards,Testing,22051.76,43.01169
7585,Cheryl,Mitchell,IT,11343.42,42.38859
7586,Olivia,Knight,IT,59453.18,48.66849
7587,Brian,Saunders,Sales,46742.1,56.01473
7588,Maurice,Nash,IT,65813.18,61.68142
7589,Amanda,Perry,Testing,76679.12,46.60458
7590,Juan,Jordan,IT,26306.94,22.66328
7591,Natasha,Vaughn,Research,57403.67,46.00690
7592,Bradley,Phillips,Testing,93894.29,36.79728
7593,Patricia,Adams,HR,52596.93,49.53189
7594,Lindsay,Chapman,IT,56875.95,44.24764
7595,Paul,Brown,Research,63652.73,60.58107
7596,Alisha,Arnold,IT,32328.51,59.51953
7597,Madison,Jones,Testing,24310.78,58.35305
7598,Lauren,Graves,Testing,80445.71,50.75255
7599,Heather,Mitchell,Research,44891.48,40.14299
7600,Adam,Salas,Testing,37794.32,41.34919
7601,John,Murillo,Research,9727.74,45.72683
7602,Jerry,Reynolds,Testing,75305.81,41.02048
7603,Michele,Lee,Research,38414.57,63.77749
7604,Dr.,Mark,HR,92252.82,37.36995
7605,Tracy,James,Research,23752.87,39.74953
7606,Eric,Vazquez,Research,55758.41,57.52283
7607,Christopher,Miller,HR,90334.66,41.83235
7608,Nichole,Hahn,IT,25924.59,38.70634
7609,Emily,Johnson,Testing,16167.85,60.93239
7610,Ruben,Grant,Testing,81274.06,49.96138
7611,Charles,Ware,Testing,3211.65,42.43887
7612,Mr.,Michael,Research,32858.03,64.26809
7613,Danielle,Liu,Testing,858.72,52.72420
7614,Tracy,Mercer,HR,76615.54,53.05256
7615,Debra,Garcia,Testing,39801.38,67.94619
7616,Joseph,Townsend,Research,70771.57,35.52952
7617,Victor,Bright,IT,48887.16,59.28040
7618,Michael,Baker,Sales,45721.04,50.61453
7619,Lisa,Goodwin,IT,65971.36,47.24645
7620,Brandon,Young,IT,85880.72,41.12680
7621,Charles,Fowler,Testing,91383.71,46.30262
7622,Jennifer,Baldwin,IT,8844.83,60.83716
7623,Kristin,Garrett,Testing,70601.78,58.68818
7624,Matthew,Jackson,Testing,85654.45,64.67875
7625,Dwayne,Brown,IT,87538.64,35.80278
7626,Christopher,Rosario,Testing,19137.7,46.41544
7627,Linda,Villarreal,Testing,17818.77,42.80299
7628,Christopher,Lang,Testing,69168.39,41.83549
7629,William,Alexander,Testing,58248.92,56.28610
7630,Robert,Merritt,Research,47606.04,48.37086
7631,Jasmin,Carlson,IT,63422.92,44.56130
7632,Thomas,Cochran,Testing,90903.79,49.80260
7633,Miss,Maria,Sales,89377.63,45.01668
7634,Nicole,Pacheco,Sales,95472.14,67.37644
7635,Amanda,Davis,Testing,54749.64,56.46844
7636,Michael,Payne,Testing,71559.81,68.24540
7637,Douglas,Bailey,Research,19822.27,59.46352
7638,Carl,Fuller,IT,62299.12,42.60970
7639,Todd,Valdez,Research,33370.83,46.48165
7640,Catherine,Marshall,Testing,41516.2,41.80973
7641,Anthony,Schmidt,Sales,76830.59,55.48519
7642,Erica,Johnson,HR,11607.32,60.86507
7643,Kathleen,Jones,Sales,40158.28,44.10321
7644,Michael,Thomas,HR,75099.78,62.24007
7645,Barry,Johnson,HR,18052.13,22.73708
7646,Richard,Morrison,Sales,33976.1,34.78734
7647,Sandra,Payne,IT,12213.92,54.35825
7648,Gwendolyn,Valdez,Testing,72029.95,60.89037
7649,Robert,Brown,IT,31654.04,50.09302
7650,Lisa,Williams,IT,53259.92,61.16594
7651,Darren,Hunter,Testing,74855.79,45.25739
7652,Lauren,Keller,Research,84769.63,56.11578
7653,Emily,Leach,Testing,3604.28,42.59118
7654,Jesse,Rogers,Testing,31677.62,62.18013
7655,Warren,Mercado,Research,90059.35,41.01455
7656,Vanessa,Porter,Research,67567.98,57.38332
7657,Brandi,Flowers,IT,91877.49,33.02573
7658,Angela,Bell,Research,68153.9,63.13249
7659,Leah,Brown,HR,51757.87,54.14500
7660,Aaron,Quinn,Sales,21008.76,48.07789
7661,Ashley,Nguyen,Sales,48151.65,55.16621
7662,Gregory,Pham,Research,62507.47,47.30088
7663,Amy,Vega,HR,72201.79,62.88071
7664,Charles,Scott,Research,72524.32,46.58952
7665,Timothy,Curry,HR,31641.1,33.56950
7666,Larry,Harper,HR,48389.01,53.48982
7667,Charles,Whitehead,Testing,45141.6,46.86185
7668,Susan,Hale,Testing,94075.96,51.41441
7669,Melissa,Rogers,Research,39611.31,48.05495
7670,Roger,Peterson,IT,18904.47,54.53950
7671,Sally,Lester,IT,20965.88,61.43251
7672,Matthew,Grant,HR,21931.84,56.31691
7673,Stephen,Newman,Sales,33841.9,63.52279
7674,Nicole,Washington,Testing,89614.6,57.52519
7675,Michelle,Gonzalez,Sales,22682.27,42.26154
7676,Dana,Paul,HR,3521.56,52.90921
7677,Kimberly,Bowen,HR,28954.84,46.94458
7678,Jennifer,Scott,IT,79153.28,41.71249
7679,Ronald,Collins,IT,39780.29,37.05734
7680,Mackenzie,Murray,Research,61238.59,51.83166
7681,Samantha,Nguyen,Sales,93804.56,52.42117
7682,Amanda,Peterson,Testing,34053.08,24.96789
7683,Ashley,Carpenter,Testing,15256.31,47.08612
7684,Amy,Carter,IT,90690.19,44.70452
7685,Tiffany,Davidson,IT,3979.67,64.74330
7686,Andre,Vance,IT,6844.47,36.75297
7687,Anthony,Mann,IT,23563.61,33.59927
7688,Olivia,Hampton,Testing,43240.08,41.29761
7689,Cindy,Callahan,IT,5267.61,53.14480
7690,Stephanie,James,Testing,68932.11,57.47320
7691,Julia,Walker,Sales,18621.06,25.78943
7692,Jesse,Frazier,IT,80039.37,52.19593
7693,Elizabeth,Herman,IT,40335.26,49.06662
7694,Kristine,West,Research,27825.9,51.90606
7695,Haley,Rivera,HR,65893.55,44.80576
7696,Timothy,Mcmillan,Testing,16630.31,46.11743
7697,Susan,Holmes,HR,96085.01,32.35151
7698,Linda,Smith,Testing,44319.48,62.35186
7699,John,Smith,Testing,8458.66,47.54928
7700,Amy,Farmer,Sales,31211.04,42.72879
7701,Larry,Cunningham,Testing,44549.63,34.58376
7702,Robert,Guerra,IT,11652.24,47.32992
7703,Tiffany,Fritz,IT,88585.3,41.92754
7704,James,Morgan,Research,93928.86,61.08874
7705,Gabriel,Green,Research,13560.38,56.38878
7706,Michael,Anderson,Research,61157.39,75.80731
7707,Dr.,Janet,HR,710.44,54.76204
7708,Ethan,Powell,Research,38516.08,68.77238
7709,Eddie,Price,Sales,58186.06,30.92455
7710,Kyle,Smith,Testing,68426.04,64.20220
7711,Virginia,Espinoza,Testing,12189.26,44.45693
7712,George,Reese,IT,14590.65,51.18260
7713,Ronald,Snow,Sales,46652.38,56.26193
7714,Scott,Jimenez,IT,52520.11,77.33797
7715,Christopher,Lee,Research,94661.55,49.82964
7716,Angela,Clark,HR,69468.01,50.16240
7717,Shelley,Ellis,Research,6126.41,67.04289
7718,Paul,Richards,Sales,63553.04,27.75055
7719,Timothy,Mitchell,Sales,97064.77,46.84379
7720,Wendy,Lee,Sales,9128.68,46.58796
7721,Jesus,Atkins,Research,17764.33,42.49701
7722,Gabriel,Schultz,Testing,14055.31,42.78280
7723,Kathleen,Taylor,IT,3775.26,56.28066
7724,Dana,Morrison,IT,74408.35,53.11330
7725,John,Hernandez,Sales,52203.66,52.27036
7726,Gregory,Thomas,Sales,52472.02,25.04558
7727,Brandon,Stevens,Testing,13466.08,41.35546
7728,Thomas,Barr,IT,43145.61,35.74414
7729,Zoe,Wright,Sales,46705.25,60.38906
7730,James,Howard,Testing,55610.82,47.65279
7731,Anthony,Johnson,IT,35049.76,54.05429
7732,Jessica,Powell,Research,66438.89,50.43439
7733,David,Bowen,Sales,20471.85,56.10813
7734,Heather,Miller,HR,55018.56,76.08837
7735,John,Andrews,IT,51756.29,59.59494
7736,Jose,Davis,Testing,90431.64,36.12392
7737,Kristin,Garcia,Research,70442.03,42.71928
7738,Kimberly,Ford,HR,43154.07,68.61148
7739,Jeffrey,Riley,Sales,5971.89,63.06845
7740,Jason,Gonzalez,Sales,99406.46,25.93956
7741,Jesse,Nash,IT,26870.85,41.97976
7742,Robert,Williams,Sales,5596.6,51.08452
7743,Colton,Dawson,IT,35921.99,38.35255
7744,Devin,Moore,IT,81268.44,59.97550
7745,Brendan,Holmes,HR,72322.7,51.76279
7746,Christopher,Newman,IT,85676.9,40.53052
7747,Henry,Jackson,Sales,49513.75,44.46631
7748,Tammy,Carson,Sales,18670.57,38.58680
7749,Holly,Andersen,HR,76862.55,67.03877
7750,Nicole,Pena,HR,25594.93,47.36033
7751,Emily,Adams,Sales,77640.17,31.25404
7752,Veronica,Smith,HR,2879.24,41.68202
7753,Monique,Mann,HR,23646.39,54.59256
7754,Robert,Montgomery,Research,99616.63,55.17808
7755,Tiffany,Hernandez,Research,39438.85,49.69262
7756,Lisa,Trujillo,IT,76430.74,60.37239
7757,John,Sanchez,Sales,92604.84,42.62653
7758,Nicole,Vincent,IT,32099.86,58.28023
7759,Donald,Peterson,IT,483.87,43.51167
7760,Timothy,Wood,Testing,35610.95,46.44757
7761,Jose,Smith,Testing,92395.11,49.22690
7762,Linda,Keller,Research,43106.26,39.27992
7763,Jeffrey,Jackson,IT,61996.63,45.81366
7764,Anthony,Miller,Testing,46017.68,52.85563
7765,Lauren,Khan,Research,89068.16,57.60602
7766,Cameron,Mckay,Testing,60165.03,57.83464
7767,James,Weber,HR,1664.66,45.47348
7768,Isaac,Strickland,HR,68463.81,43.18179
7769,Ronnie,Sherman,IT,66759.72,67.89700
7770,Angela,Miller,Sales,61584.46,54.14224
7771,Aaron,Olsen,Research,61770.56,53.49461
7772,Calvin,Anderson,HR,18359.36,45.78676
7773,Shane,Wheeler,IT,51867.91,54.09748
7774,Monica,Bradford,Sales,67204.86,44.14275
7775,Toni,Randall,Research,37848.67,52.59258
7776,Robert,Atkins,Sales,38017.3,56.11095
7777,Ann,Pacheco,Testing,44795.34,58.47406
7778,Kelly,Reynolds,HR,15010.59,40.84526
7779,Tyler,Lowe,Research,20434.27,50.56737
7780,Alexandra,Robinson,IT,66132.16,63.08253
7781,Shannon,Keith,IT,63833.91,49.08033
7782,Ashley,Jackson,Research,9615.09,59.33120
7783,Zachary,Kemp,Sales,84818.28,37.30257
7784,Lisa,Crawford,Testing,23808.13,47.10373
7785,Jessica,Pena,Sales,37136.78,67.00444
7786,Joseph,Adkins,Sales,29167.89,31.03919
7787,Annette,Miller,Sales,80344.23,61.79466
7788,Bruce,Morrison,Sales,3177.78,57.44605
7789,Melinda,Thompson,IT,44516.41,56.39699
7790,Connie,Anderson,Testing,41606.15,52.31450
7791,Danielle,Hughes,HR,50067.13,53.27648
7792,Joseph,Davis,IT,7077.91,63.87179
7793,Brandon,Lewis,IT,72695.7,56.11041
7794,Ellen,Carrillo,Testing,46916.79,41.00679
7795,Cynthia,Flores,Sales,31189.47,49.19280
7796,Krystal,Cross,HR,2630.6,52.17289
7797,Amber,Rios,Research,87389.59,45.79730
7798,Brandon,Meza,Sales,82904.67,55.39185
7799,Timothy,Cunningham,Testing,17597.75,50.75283
7800,Tyrone,Smith,Testing,30303.61,65.39756
7801,Linda,Huff,Research,47235.56,47.29549
7802,Jessica,Webster,IT,21821.07,70.00855
7803,Amy,Matthews,Testing,82134.62,41.66358
7804,David,Lee,HR,59038.74,55.92609
7805,Andrew,Smith,Testing,35068.32,27.70978
7806,Joyce,Fuller,Research,43972.36,60.42904
7807,Katie,Grant,HR,63085.49,54.63899
7808,Joan,Jackson,Research,2517.99,45.11795
7809,Jason,Bell,Testing,8171.81,48.11743
7810,Mrs.,Dawn,IT,9151.93,61.69347
7811,Ronald,Cabrera,IT,72685.92,45.54292
7812,Jesse,Randolph,IT,50852.29,47.81598
7813,Jessica,Johnson,HR,50643.43,44.58066
7814,Sarah,Logan,Testing,21933.92,42.49515
7815,Nicholas,Pierce,HR,21542.28,53.54904
7816,James,Brooks,Research,45752.8,36.52458
7817,Tiffany,Walker,Testing,74390.72,40.73646
7818,Matthew,Barrett,HR,415.45,54.85755
7819,Dana,Rivera,Research,10256.01,47.02556
7820,Gary,Foster,HR,68751.92,32.84917
7821,Jill,Diaz,IT,39839,65.26324
7822,Benjamin,Willis,HR,17331.68,53.91205
7823,John,Price,IT,70661.33,45.72351
7824,Dr.,Rebecca,Sales,18028.6,42.35030
7825,Andrew,Garza,HR,81156.45,42.84635
7826,Ryan,Beard,Sales,890.55,35.99901
7827,Pamela,Cole,Sales,64060.41,54.56526
7828,Jackie,Wright,Sales,7824.84,52.30893
7829,Marisa,Acevedo,IT,84022.96,55.70513
7830,Stephen,Cordova,IT,15449.62,56.72292
7831,Keith,Cruz,IT,86630.14,54.06026
7832,Samantha,Fernandez,HR,9467.79,60.08679
7833,Bryan,Calderon,Testing,64223.1,40.08903
7834,Megan,Harris,HR,80736.16,58.42383
7835,Brandon,Rivera,Research,58432.53,55.87078
7836,Kristi,Allen,Research,93586.99,42.69090
7837,Rachel,Morton,IT,34935.01,53.61044
7838,Jacqueline,Jones,Research,42892.61,43.66665
7839,Jessica,Myers,Sales,27930.44,42.61521
7840,Jessica,Gay,IT,52123.85,50.81007
7841,Brandon,Carpenter,Testing,70335.76,49.56583
7842,Lori,Ponce,Research,45150.81,50.55197
7843,Samuel,Garcia,IT,30276.8,55.28415
7844,George,Mccoy,Sales,56873.23,39.48754
7845,William,Hall,IT,45748.23,48.70402
7846,Mark,Lyons,Research,13733.79,41.22980
7847,Ian,Jackson,IT,22373.97,32.13966
7848,Olivia,Flores,Sales,38055.53,45.99283
7849,Sheila,Harper,Testing,92625.28,59.75262
7850,Jake,Barrett,Testing,30150.33,54.01834
7851,Cheryl,Rivera,IT,8158.59,62.38070
7852,Haley,Harper,IT,14721,44.66457
7853,Katelyn,Christensen,HR,67226.93,54.54904
7854,Theresa,Garcia,HR,70281.86,36.91751
7855,Kimberly,Wood,Sales,87650.06,35.33627
7856,Angela,Bowman,HR,31927.07,57.94273
7857,Nathaniel,Flores,HR,47808.66,39.20691
7858,Lori,Smith,IT,16685.36,54.71746
7859,Jennifer,Wilkerson,Research,46729.01,53.13779
7860,Steven,Jordan,HR,26981.38,60.78369
7861,Johnny,Wyatt,Testing,72370.98,65.48604
7862,Walter,Walker,Sales,11196.73,71.34712
7863,Jeremy,Weber,IT,50601.69,57.48175
7864,Antonio,Olson,HR,50619.71,43.75705
7865,Jeremy,Adams,HR,45537.94,50.42332
7866,Christian,Bright,IT,56908.56,48.87956
7867,Kelly,Cuevas,HR,43244.41,56.88769
7868,Mrs.,Terri,Testing,27951.61,66.06703
7869,Mark,Benton,HR,73798.36,70.18284
7870,Crystal,Clark,Research,55356.37,46.88588
7871,Tami,White,Sales,58374.75,53.49362
7872,Jessica,Reynolds,Sales,25252.98,28.88592
7873,Jacqueline,Hampton,Research,48837.94,46.73462
7874,Brenda,Kent,IT,65507.34,64.03291
7875,Kirsten,Griffin,IT,91701.38,45.90154
7876,Shannon,Duffy,Sales,12053.7,41.31490
7877,Ashley,Mcclure,HR,20230.85,56.60643
7878,Wesley,Fuller,Sales,4332.4,80.54674
7879,Teresa,White,Sales,18946.38,47.01764
7880,Anna,Taylor,HR,4885.11,42.50929
7881,Karen,Thomas,Research,83987.69,52.43640
7882,Chelsey,Chan,HR,5410.99,50.95013
7883,David,Miller,HR,8397.32,40.28828
7884,Allen,Patterson,HR,55426.3,59.75095
7885,Scott,Martinez,Research,77690.95,69.93139
7886,Barry,Ford,Research,54416.18,51.41846
7887,Dawn,Hodge,IT,46784.32,61.42414
7888,Kenneth,Miller,IT,12496.82,37.38711
7889,Mary,Johnson,HR,4854.52,60.60893
7890,Nicole,Newman,HR,14728.27,40.80842
7891,Dr.,Michelle,Sales,58114.94,33.60439
7892,Monica,Harris,IT,94779.02,58.49042
7893,Robert,Frye,IT,6377.57,39.53102
7894,Robert,Brown,Sales,51683.85,38.25906
7895,Charles,Davidson,HR,6793.52,45.06632
7896,Mark,Johnson,Testing,32754.27,53.15353
7897,Deborah,Kane,Testing,90881.13,47.14802
7898,Ashley,Lowe,Research,94482.04,48.98551
7899,Jordan,Bates,HR,31535.23,58.28835
7900,Tammie,Martin,Sales,16834.56,64.28677
7901,Tara,Williams,IT,74696.67,46.33123
7902,Jeffrey,Wilson,HR,84275.32,47.25363
7903,Luis,Campbell,HR,79587.2,59.56158
7904,Jeff,Quinn,Sales,8855.45,46.34603
7905,Jessica,Guzman,Research,25336.5,47.53084
7906,Gary,Rogers,IT,94311.81,48.30527
7907,Brittany,Hall,Testing,28231.15,45.23946
7908,Michelle,Miller,HR,69748.24,46.60426
7909,Cheryl,Mckay,IT,81054.09,56.22066
7910,Sharon,Scott,Sales,4454.87,63.40652
7911,Alejandro,Barker,HR,96517.51,50.63280
7912,Lee,Ortega,HR,67098.76,51.38296
7913,Ryan,Walker,IT,88527.29,43.00689
7914,Amanda,Hernandez,HR,77501.18,49.35429
7915,Olivia,Reed,Research,80812.65,55.72815
7916,Cheryl,Fisher,Sales,95841.44,44.10475
7917,Miguel,Lozano,HR,65524.04,52.62901
7918,Kevin,Duncan,Testing,74617.15,51.29307
7919,John,Montgomery,HR,561.87,34.28985
7920,Erik,Olson,Testing,29422.17,55.34113
7921,Amanda,Eaton,Sales,39739.76,58.53607
7922,Theresa,Hill,Sales,25280.78,47.74734
7923,Jacob,Franklin,Research,10648.2,60.34908
7924,Aaron,Cohen,Sales,62358.66,48.70201
7925,Mr.,Nathaniel,HR,41440.96,59.11880
7926,Wesley,Cunningham,Testing,68981.33,48.96065
7927,Jennifer,Rodriguez,Research,1888.48,29.55983
7928,Daniel,Richardson,Research,59042.41,47.88893
7929,Alexander,Hall,Sales,86636.74,52.72999
7930,Chelsea,Nelson,Testing,12336.75,59.59955
7931,Erika,Cook,HR,45433.72,58.84743
7932,Thomas,Moore,Research,45061,62.76624
7933,Gabriel,Bailey,Testing,63573.22,55.31992
7934,Chloe,Hill,Testing,21610.79,66.37046
7935,Richard,Johnson,Research,35027.83,62.97879
7936,Catherine,Barrett,IT,53999.11,31.44841
7937,James,Medina,Research,60854.78,46.08841
7938,Kimberly,Hall,Sales,1618.3,38.15549
7939,Douglas,Thomas,IT,46603.96,51.51146
7940,Kelly,Powers,Research,95969.76,54.46166
7941,Kimberly,Nelson,Sales,29388.83,36.25396
7942,Seth,Jones,IT,38448.47,73.57167
7943,Alyssa,Jones,HR,61233.44,53.79683
7944,Thomas,White,Testing,75635.74,42.96213
7945,Antonio,Martinez,Testing,27287.66,55.44098
7946,Mr.,David,Sales,23880.82,40.36683
7947,Rebecca,Hartman,Sales,79401.91,50.75026
7948,Brandon,Alvarez,Testing,38426.62,52.27082
7949,John,Williams,Testing,65764.1,48.78028
7950,Cody,Henry,HR,16786.06,52.28026
7951,Shane,Smith,Sales,67239.89,62.88375
7952,Kathy,Sanchez,Research,29656.86,54.32310
7953,Christopher,White,HR,89311.59,73.98744
7954,Juan,Bailey,IT,8686.95,57.41914
7955,Elizabeth,White,HR,18969.27,60.71432
7956,Kyle,Ryan,Sales,3509.22,56.62299
7957,Megan,Richardson,Sales,48805.35,43.76248
7958,Megan,Aguilar,Testing,43476.24,42.31823
7959,Laura,Perez,Testing,35176.25,51.41543
7960,Sarah,Yoder,HR,46536.27,49.44410
7961,Rebecca,Mcguire,Sales,65124.37,50.91904
7962,Kelsey,Brown,HR,15406.83,41.67793
7963,Judith,Conley,IT,34928.75,47.38465
7964,Robin,Mitchell,Sales,82569.81,44.35132
7965,Aaron,Baker,Research,29688.9,43.99846
7966,Julie,Adams,Testing,34743.58,75.86464
7967,Kimberly,Ramirez,Sales,50809.09,46.44981
7968,Donald,Shields,Sales,78653.31,48.55463
7969,Nichole,Moore,Testing,16418.62,60.49685
7970,Gary,Patrick,Sales,20315.66,54.92002
7971,Anthony,Walker,Research,40955.29,48.29326
7972,Alicia,Cook,HR,74112.51,46.46868
7973,Donna,Wilson,IT,26279.69,45.53040
7974,Tara,Reynolds,HR,51080.1,42.62486
7975,Christopher,Miller,Sales,37416.4,56.97579
7976,Kristi,Lee,HR,86390.78,69.51824
7977,Matthew,Brown,HR,87843.19,55.39070
7978,Derrick,Massey,IT,56558.04,55.87932
7979,Tanya,Holloway,IT,30289.47,47.10220
7980,Heather,Henson,Sales,46640.61,37.61492
7981,Jonathan,Flores,Testing,87800.61,38.56972
7982,Amanda,James,Research,10697.99,54.92375
7983,Joseph,Garcia,Research,34000.09,55.69772
7984,Brent,Hawkins,Research,61817.62,48.62674
7985,Danielle,Hernandez,Sales,31044.9,47.79538
7986,Jenna,Frazier,Research,67340.7,63.45778
7987,Kenneth,Ayala,Testing,8491.39,53.16834
7988,Ann,Martinez,Testing,78200.06,58.92024
7989,Megan,Rivera,IT,76907.08,39.16688
7990,Laura,May,HR,63872.8,73.14598
7991,Amber,Wood,Sales,6921.43,56.61857
7992,Jamie,Williams,HR,26884.11,43.80795
7993,Billy,Walls,Testing,91934.29,33.62629
7994,Edward,Winters,HR,82143.26,61.24796
7995,Brooke,Murray,Sales,27952.11,50.26593
7996,Laura,Baker,HR,45317.83,37.16428
7997,Natalie,Whitaker,Sales,45779.33,65.91453
7998,Tammy,Petersen,Research,4835.23,44.95826
7999,Cindy,Sims,Sales,67317.6,54.77582
8000,Victor,Turner,Sales,45800.44,35.37342
8001,Brandon,Whitaker,HR,5475.01,45.57294
8002,Mary,Mclaughlin,Research,80550.38,43.45082
8003,Stephanie,Ramos,Testing,15674.87,38.48100
8004,Wendy,Robertson,IT,22246.88,49.48060
8005,Marcus,Browning,Research,93459.89,62.62191
8006,Jennifer,Long,Sales,91538.15,78.30626
8007,Mark,Sampson,Research,37213.66,41.84254
8008,Cody,Berry,IT,24543.61,69.73850
8009,Ricky,Moore,HR,84404.46,52.72999
8010,Elizabeth,Reese,Research,78336.26,40.08686
8011,David,Peters,Research,85602.86,56.97855
8012,Joseph,Nelson,IT,36898.94,28.75447
8013,Tracy,Garcia,IT,41027.44,46.68387
8014,James,Pollard,Research,40736.35,40.14957
8015,Raymond,Porter,Testing,95399.65,45.58308
8016,Todd,Morris,Sales,13229.48,47.77703
8017,Heidi,Smith,Sales,20371.47,46.30235
8018,Stephanie,Williams,Testing,46263.81,38.34106
8019,Kevin,Chavez,IT,87900.86,20.07058
8020,Steven,Johnson,IT,88189.38,33.71764
